id,group_id,group_name,collection,object_name,object_type,material,geometry_strategy,biological_function,animation_function,integration_points,pivot_origin,dependencies,roblox_export_note,optional,pass_criteria,blender_ai_prompt
TRN_001,G08,NucleocytoplasmicTransport_CargoPaths,08_TRANSPORT_CARGO,ProteinImport_PathCurve_01,Curve path,MAT_Cargo_Protein_Green,Path from cytoplasm through selected NPC into nucleoplasm.,Shows protein import pathway.,Green cargo follows this path frames 130-210.,"Start outside nucleus, pass through NPC_Instance_001, end inside nucleoplasm.",Origin at path/object center; animated cargo origins at their own centers.,NPC_I_001,Use as Roblox tween path reference.,False,"Path crosses envelope only at NPC, not through membrane wall.",Create a smooth path curve named `ProteinImport_PathCurve_01` from cytoplasm into nucleus through a hero NPC.
TRN_002,G08,NucleocytoplasmicTransport_CargoPaths,08_TRANSPORT_CARGO,ProteinCargo_NLS_Set,Green cargo spheres + tag beads,MAT_Cargo_Protein_Green,Group of protein cargo spheres with tiny NLS tag markers.,Proteins made in cytoplasm enter nucleus when carrying NLS.,Moves inward through NPC gate.,Attached to import path curve.,Origin at path/object center; animated cargo origins at their own centers.,TRN_001,Separate mesh pieces for animation.,False,Cargo direction is clearly outside-to-inside.,"Create green glossy cargo spheres named `ProteinCargo_NLS_Set`, each with a small lighter tag bead labeled NLS. Place along import path."
TRN_003,G08,NucleocytoplasmicTransport_CargoPaths,08_TRANSPORT_CARGO,RNAExport_PathCurve_01,Curve path,MAT_Cargo_RNA_Pink,Path from transcription hotspot through NPC into cytoplasm.,Shows processed RNA export.,Pink RNA cargo follows this path frames 220-300.,"Start near transcription hotspot, pass through NPC_Instance_002, end in cytoplasm.",Origin at path/object center; animated cargo origins at their own centers.,NPC_I_002;GEN_RNA_001,Use as Roblox tween path reference.,False,RNA goes out; DNA remains inside.,"Create a smooth export path curve named `RNAExport_PathCurve_01`, from chromatin hotspot to selected NPC then outside nucleus."
TRN_004,G08,NucleocytoplasmicTransport_CargoPaths,08_TRANSPORT_CARGO,mRNA_Cargo_Squiggle_Set,Pink bevelled RNA curves,MAT_Cargo_RNA_Pink,Animated pink squiggle cargo objects.,Represents RNA messages that carry information to cytoplasm.,Move outward through NPCs.,Spawn at transcription hotspots and follow export paths.,Origin at path/object center; animated cargo origins at their own centers.,TRN_003,Separate curves converted to mesh for Roblox.,False,mRNA exits but chromatin does not.,"Create multiple pink RNA squiggle curves named `mRNA_Cargo_Squiggle_Set`. Keep them small, readable, and animated outward."
TRN_005,G08,NucleocytoplasmicTransport_CargoPaths,08_TRANSPORT_CARGO,RibosomalSubunit_Export_Cargo,Paired magenta particles,MAT_Cargo_Ribosome_Magenta,Small and large ribosomal subunit particles exiting from nucleolus/NPC.,Represents ribosomal subunit export after nucleolar assembly.,Move from nucleolus to NPC then cytoplasm.,Path from nucleolus to NPC_Instance_003.,Origin at path/object center; animated cargo origins at their own centers.,NOL_005;NPC_I_003,Useful as educational animation.,False,"Ribosomal cargo exits as particles/subunits, not as DNA.",Create paired magenta rounded subunit particles moving from nucleolus toward a nuclear pore and out to cytoplasm.
TRN_006,G08,NucleocytoplasmicTransport_CargoPaths,08_TRANSPORT_CARGO,SmallSolute_DiffusionDots,Tiny neutral dots,MAT_NPC_Gate_LilacGlass,Small dots crossing NPC subtly in both directions.,Represents small molecules/ions diffusing more freely.,Looping subtle bidirectional movement through pore centers.,"Only through NPCs, not through membrane walls.",Origin at path/object center; animated cargo origins at their own centers.,NPC_I_004,Optional low-detail animation.,False,Dots are subtle and do not confuse cargo categories.,Create tiny pale dots moving through a few NPC openings in both directions to suggest small solute diffusion.
TRN_007,G08,NucleocytoplasmicTransport_CargoPaths,08_TRANSPORT_CARGO,Transport_DirectionArrows,Arrow meshes/curves,MAT_Hotspot_GoldEmission,Green inward arrows and pink outward arrows near selected NPCs.,Clarifies import/export direction for players.,Pulse during transport sequences.,Positioned near selected hero NPCs without blocking pores.,Origin at path/object center; animated cargo origins at their own centers.,TRN_001;TRN_003,Can be UI-only in Roblox.,False,Arrows are readable but can be hidden for realistic mode.,"Create simple small 3D arrows: green pointing into nucleus for import, pink pointing outward for export."
TRN_008,G08,NucleocytoplasmicTransport_CargoPaths,08_TRANSPORT_CARGO,NPC_GatePulse_Controller,Empty/controller,MAT_NPC_Gate_LilacGlass,Controller object that synchronizes gate pulse with cargo crossing.,Coordinates NPC gate animation.,Animates gate alpha/scale/emission during transport frames.,Linked to NPC gate cores and cargo paths.,Origin at path/object center; animated cargo origins at their own centers.,NPC_M_005;TRN_001;TRN_003,Roblox script can mirror this with named events.,False,Gate pulse happens only when cargo crosses.,Create an empty `NPC_GatePulse_Controller` with keyframes or custom properties controlling gate core material emission/scale.
ER_001,G09,RoughER_ContinuityConnection,09_CELL_CONNECTIONS,OuterEnvelope_ER_Bridge,Curved membrane bridge,MAT_RoughER_BluePurple,Short membrane bridge connecting outer nuclear membrane to rough ER sheet.,Shows outer nuclear membrane continuity with ER.,Sways gently; separates during mitotic breakdown if sequence includes ER separation.,Attach to outer membrane panel on back/right side.,Origin at local center or connection point.,ENV_OUT_06,Separate mesh but visually touching outer membrane.,False,"Bridge is physically connected to outer membrane, not just nearby.",Create `OuterEnvelope_ER_Bridge` as a curved purple-blue membrane tube/sheet from the outer nuclear envelope into rough ER.
ER_002,G09,RoughER_ContinuityConnection,09_CELL_CONNECTIONS,RoughER_Sheet_Upper,Folded membrane sheet,MAT_RoughER_BluePurple,Upper folded rough ER sheet near nucleus.,Shows relationship between nuclear envelope and rough ER.,Subtle sway; ribosome dots remain attached.,Connected to ER bridge; ribosome dots on cytoplasmic face.,Origin at local center or connection point.,ER_001,Can be simplified in Roblox.,False,Rough ER sheet has ribosome dots and folded surface.,Create a folded blue-purple ER sheet with broad curves and a few stacked folds. Add small orange ribosome dots on the outside.
ER_003,G09,RoughER_ContinuityConnection,09_CELL_CONNECTIONS,RoughER_Sheet_Lower,Folded membrane sheet,MAT_RoughER_BluePurple,Lower/secondary rough ER sheet segment.,Shows surrounding ER network without overbuilding whole ER.,Subtle sway.,Connected near ER bridge and behind nucleus.,Origin at local center or connection point.,ER_001,Optional for low LOD.,True,Supports context but does not block nucleus.,Create a second smaller folded rough ER sheet behind/around the nucleus. Keep it secondary.
ER_004,G09,RoughER_ContinuityConnection,09_CELL_CONNECTIONS,ER_Lumen_Continuity_Band,Transparent lumen strip,MAT_PerinuclearLumen_AmberGlow,Amber/blue strip connecting perinuclear lumen to ER lumen.,Shows perinuclear space continuity with ER lumen.,Soft glow in review mode.,Runs from perinuclear lumen segment to ER sheet interior.,Origin at local center or connection point.,ENV_LUMEN_06;ER_001,Important educational cue.,False,Lumen continuity is visually clear at the connection.,Create a transparent glowing lumen strip from the perinuclear space into the ER bridge/sheet lumen.
ER_005,G09,RoughER_ContinuityConnection,09_CELL_CONNECTIONS,Ribosome_Dot_Set_ER,Instanced orange spheres,MAT_Ribosome_Orange,Ribosomes on rough ER cytoplasmic surface.,Shows rough ER identity and protein synthesis context.,Idle/no major animation.,"Distributed on ER sheets only, not nuclear pore rings.",Origin at local center or connection point.,ER_002;ER_003,Use instancing or merged low-poly mesh.,False,Orange dots look attached to ER surface.,Create many tiny orange ribosome dots on rough ER sheets. Keep them low-poly and evenly spaced.
ER_006,G09,RoughER_ContinuityConnection,09_CELL_CONNECTIONS,ER_Mitosis_Disconnect_Seam,Hidden seam marker,MAT_RoughER_BluePurple,Seam where ER bridge can visually detach during mitosis demo.,Supports envelope breakdown animation.,Bridge fades/splits at seam during breakdown.,Between outer membrane panel and ER bridge.,Origin at local center or connection point.,ER_001;ENV_OUT_06,Optional.,True,Seam appears only during mitosis/review mode.,Create a hidden seam/rim piece at the ER connection to support mitotic separation animation.
MITO_001,G10,MitosisBreakdown_ReassemblyParts,10_MITOSIS_FRAGMENTS,Envelope_Fragment_Shards_Set,Hidden curved membrane shards,MAT_MembraneFragment_Purple,Small purple membrane shards based on outer/inner membrane colors.,Represents nuclear envelope breakdown fragments.,Appear and scatter frames 400-560; reverse/reassemble frames 570-720.,Spawn near envelope panels.,Origin at individual fragment center; target sockets at final assembly positions.,ENV_OUT_01;ENV_IN_01,Keep count moderate for Roblox.,False,Fragments match envelope material and motion direction.,Create many small curved membrane shards as hidden objects around the envelope. They should appear when panels split during mitosis.
MITO_002,G10,MitosisBreakdown_ReassemblyParts,10_MITOSIS_FRAGMENTS,Envelope_Vesicle_Bubbles_Set,Hidden vesicle spheres,MAT_MembraneFragment_Purple,Small purple vesicles from membrane breakdown.,Represents vesiculation of nuclear envelope material.,Appear during breakdown; move outward then return/reform.,Near envelope and ER connection.,Origin at individual fragment center; target sockets at final assembly positions.,MITO_001,Optional for LOD1.,True,Vesicles are distinct from cargo particles.,"Create small purple vesicle bubbles with membrane material, hidden at frame 1, animated in mitosis."
MITO_003,G10,MitosisBreakdown_ReassemblyParts,10_MITOSIS_FRAGMENTS,NPC_Fragment_Detached_Set,Hidden pore fragments,MAT_NPC_Protein_Violet,Small violet NPC ring/lobe fragments.,Shows NPCs detach/disassemble with envelope.,"Detach from envelope during breakdown, reinsert during reassembly.",Near major NPC positions.,Origin at individual fragment center; target sockets at final assembly positions.,NPC_M_001;NPC_I_001,Optional but useful for biology animation.,True,Pore fragments are violet and linked to NPC locations.,"Create detached NPC fragment pieces: half-rings, lobes, small gate plugs. Hide until mitosis breakdown."
MITO_004,G10,MitosisBreakdown_ReassemblyParts,10_MITOSIS_FRAGMENTS,Lamina_Fragment_Set,Hidden gold tube fragments,MAT_Lamina_Gold,Gold lamina fragments that replace/disperse lattice.,Represents lamina disassembly.,Appear as lamina tiles fade/break; reverse on reassembly.,Near lamina lattice.,Origin at individual fragment center; target sockets at final assembly positions.,LAM_014,Use fewer fragments than lamina tiles.,False,Fragments match lamina color and originate under inner membrane.,Create `Lamina_Fragment_Set` as hidden short gold tube pieces around inner envelope.
MITO_005,G10,MitosisBreakdown_ReassemblyParts,10_MITOSIS_FRAGMENTS,Reassembly_Target_Sockets,Hidden target empties,MAT_Label_White,"Target empties marking where panels, pores, lamina return.",Guides reformation of nuclear envelope.,Objects tween back to these sockets in reassembly sequence.,One target per major envelope group/NPC cluster.,Origin at individual fragment center; target sockets at final assembly positions.,ROOT_001,Can map to Roblox attachments.,False,Reassembly returns pieces to exact interphase positions.,"Create hidden empties named `Reassembly_Target_*` at original locations for panels, NPC clusters, lamina tiles, and nucleolus."
MITO_006,G10,MitosisBreakdown_ReassemblyParts,10_MITOSIS_FRAGMENTS,Mitosis_Stage_Cards,Optional 3D labels/cards,MAT_Label_White,"Small labels for Interphase, Prophase, Breakdown, Reassembly.",Helps reviewers and players understand animation states.,Appear at sequence frames as stage markers.,"Outside cell, not blocking anatomy.",Origin at individual fragment center; target sockets at final assembly positions.,ROOT_001,UI-only; not needed for core export.,True,Labels are optional and can be hidden.,Create small 3D stage cards for the mitosis animation sequence. Put them in review/checkpoint collection.
HOT_001,G11,Hotspots_Labels_ReviewUI,11_INTERACTION_HOTSPOTS,Hotspot_Transport,Gold emissive icon/ring,MAT_Hotspot_GoldEmission,"Small gold ring/plaque with icon, placed just outside nucleus surface or in UI layer.",Tap/click marker that triggers protein import and RNA export animations.,Triggers frames 130-300.,Parent under Nucleus_RootRig but placed where it does not block anatomy.,Origin at icon center.,ROOT_001,Roblox ClickDetector/ProximityPrompt target.,False,Hotspot is readable and can be hidden.,Create `Hotspot_Transport` as a small gold emissive icon ring/plaque. Position it near the relevant nucleus component but offset so it does not obscure the structure.
HOT_002,G11,Hotspots_Labels_ReviewUI,11_INTERACTION_HOTSPOTS,Hotspot_Transcription,Gold emissive icon/ring,MAT_Hotspot_GoldEmission,"Small gold ring/plaque with icon, placed just outside nucleus surface or in UI layer.",Tap/click marker at chromatin hotspot.,Triggers transcription glow and RNA spawn.,Parent under Nucleus_RootRig but placed where it does not block anatomy.,Origin at icon center.,ROOT_001,Roblox ClickDetector/ProximityPrompt target.,False,Hotspot is readable and can be hidden.,Create `Hotspot_Transcription` as a small gold emissive icon ring/plaque. Position it near the relevant nucleus component but offset so it does not obscure the structure.
HOT_003,G11,Hotspots_Labels_ReviewUI,11_INTERACTION_HOTSPOTS,Hotspot_Mitosis,Gold emissive icon/ring,MAT_Hotspot_GoldEmission,"Small gold ring/plaque with icon, placed just outside nucleus surface or in UI layer.",Tap/click marker for breakdown/reassembly demo.,Triggers frames 400-720.,Parent under Nucleus_RootRig but placed where it does not block anatomy.,Origin at icon center.,ROOT_001,Roblox ClickDetector/ProximityPrompt target.,False,Hotspot is readable and can be hidden.,Create `Hotspot_Mitosis` as a small gold emissive icon ring/plaque. Position it near the relevant nucleus component but offset so it does not obscure the structure.
HOT_004,G11,Hotspots_Labels_ReviewUI,11_INTERACTION_HOTSPOTS,Hotspot_Envelope,Gold emissive icon/ring,MAT_Hotspot_GoldEmission,"Small gold ring/plaque with icon, placed just outside nucleus surface or in UI layer.",Tap/click marker for double membrane explanation.,"Highlights outer membrane, inner membrane, and lumen.",Parent under Nucleus_RootRig but placed where it does not block anatomy.,Origin at icon center.,ROOT_001,Roblox ClickDetector/ProximityPrompt target.,False,Hotspot is readable and can be hidden.,Create `Hotspot_Envelope` as a small gold emissive icon ring/plaque. Position it near the relevant nucleus component but offset so it does not obscure the structure.
HOT_005,G11,Hotspots_Labels_ReviewUI,11_INTERACTION_HOTSPOTS,Hotspot_Nucleolus,Gold emissive icon/ring,MAT_Hotspot_GoldEmission,"Small gold ring/plaque with icon, placed just outside nucleus surface or in UI layer.",Tap/click marker for nucleolus explanation.,Highlights nucleolus zones and ribosomal export.,Parent under Nucleus_RootRig but placed where it does not block anatomy.,Origin at icon center.,ROOT_001,Roblox ClickDetector/ProximityPrompt target.,False,Hotspot is readable and can be hidden.,Create `Hotspot_Nucleolus` as a small gold emissive icon ring/plaque. Position it near the relevant nucleus component but offset so it does not obscure the structure.
HOT_006,G11,Hotspots_Labels_ReviewUI,11_INTERACTION_HOTSPOTS,Hotspot_Chromatin,Gold emissive icon/ring,MAT_Hotspot_GoldEmission,"Small gold ring/plaque with icon, placed just outside nucleus surface or in UI layer.",Tap/click marker for DNA/chromatin explanation.,"Highlights euchromatin, heterochromatin, and chromosomes.",Parent under Nucleus_RootRig but placed where it does not block anatomy.,Origin at icon center.,ROOT_001,Roblox ClickDetector/ProximityPrompt target.,False,Hotspot is readable and can be hidden.,Create `Hotspot_Chromatin` as a small gold emissive icon ring/plaque. Position it near the relevant nucleus component but offset so it does not obscure the structure.
HOT_007,G11,Hotspots_Labels_ReviewUI,11_INTERACTION_HOTSPOTS,Label_Set_MajorAnatomy,3D text labels,MAT_Label_White,"Camera-facing labels for outer membrane, inner membrane, perinuclear space, NPC, lamina, nucleoplasm, chromatin, nucleolus, ER connection, cargo.",Supports review and educational readability.,Can fade in/out by hotspot or review mode.,Placed in 99_REVIEW_CHECKPOINTS or hideable label collection.,Origin per text object; face main camera.,ROOT_001,Use BillboardGui/SurfaceGui in Roblox if needed.,True,Labels help but do not become required to understand the 3D shapes.,Create a hideable set of camera-facing 3D text labels for major structures. Use thin leader lines to avoid clutter.
CAM_001,G12,Cameras_Lights_Checkpoints,99_REVIEW_CHECKPOINTS,CAM_Main_3D_Cell_Context,Camera,MAT_Label_White,Main isometric camera showing whole cell context and nucleus as one piece.,Review whole-cell integration.,Static camera or optional slow orbit preview.,Targets Cell_Context_RootRig and Nucleus_RootRig.,Camera origin as positioned; target via track-to constraint if possible.,CXT_001;ROOT_001,Review-only.,True,Camera shows full 3D quality and cohesive assembly.,"Create `CAM_Main_3D_Cell_Context` at an isometric angle, with focal length around 45-70mm, aimed at nucleus inside cell."
CAM_002,G12,Cameras_Lights_Checkpoints,99_REVIEW_CHECKPOINTS,CAM_Nucleus_Cutaway_Hero,Camera,MAT_Label_White,Hero camera matching high-quality nucleus infographic angle.,Review premium nucleus 3D quality.,Static camera or optional slow orbit preview.,Targets cutaway opening and internal structures.,Camera origin as positioned; target via track-to constraint if possible.,ROOT_002,Review-only.,True,Camera reveals internal anatomy and envelope surface details.,"Create `CAM_Nucleus_Cutaway_Hero` with a 3/4 cutaway view, strong depth, shadows, and readable labels."
CAM_003,G12,Cameras_Lights_Checkpoints,99_REVIEW_CHECKPOINTS,CAM_NPC_Transport_Closeup,Camera,MAT_Label_White,Close camera on selected NPC with cargo paths.,Review NPC and transport function.,Static camera or optional slow orbit preview.,Targets NPC_Instance_001 and gate core.,Camera origin as positioned; target via track-to constraint if possible.,NPC_I_001;TRN_001,Review-only.,True,NPC reads as selective complex and cargo path passes through it.,Create `CAM_NPC_Transport_Closeup` aimed at a hero nuclear pore complex and visible cargo moving through the gate.
CAM_004,G12,Cameras_Lights_Checkpoints,99_REVIEW_CHECKPOINTS,CAM_Envelope_DoubleMembrane_Closeup,Camera,MAT_Label_White,Close camera on cutaway edge showing two membranes and lumen.,Review double envelope accuracy.,Static camera or optional slow orbit preview.,Targets outer/inner/lumen cutaway rims.,Camera origin as positioned; target via track-to constraint if possible.,ENV_TRIM_01;ENV_TRIM_02;ENV_TRIM_03,Review-only.,True,Double membrane and perinuclear space are unmistakable.,Create `CAM_Envelope_DoubleMembrane_Closeup` aimed at the cutaway edge where both membranes and lumen are visible.
CAM_005,G12,Cameras_Lights_Checkpoints,99_REVIEW_CHECKPOINTS,CAM_Mitosis_Breakdown_Sequence,Camera,MAT_Label_White,Camera for mitosis animation sequence.,Review breakdown/reassembly frames.,Static camera or optional slow orbit preview.,Targets envelope panels/fragments and chromosomes.,Camera origin as positioned; target via track-to constraint if possible.,MITO_001;GEN_CHROMO_01,Review-only.,True,Breakdown and reassembly are understandable without labels.,Create `CAM_Mitosis_Breakdown_Sequence` to frame the whole nucleus during envelope breakdown and reassembly.
CAM_006,G12,Cameras_Lights_Checkpoints,99_REVIEW_CHECKPOINTS,CAM_Exploded_Component_View,Camera,MAT_Label_White,Camera for exploded part hierarchy.,Review component break-apart order.,Static camera or optional slow orbit preview.,Targets all major groups spread around center.,Camera origin as positioned; target via track-to constraint if possible.,ROOT_004,Review-only.,True,Exploded view preserves assembly relationships.,Create `CAM_Exploded_Component_View` that shows nucleus components separated into groups while still aligned to the center.
CHK_001,G12,Cameras_Lights_Checkpoints,99_REVIEW_CHECKPOINTS,Review_Checkpoint_Board,3D checklist board,MAT_Label_White,Small optional board listing checkpoints CP0-CP13 for model review.,Supports systematic production validation.,Can be hidden after review.,"Placed outside cell, not blocking main model.",Origin at board center.,CAM_001,Review-only; not core export.,True,Board is readable from review camera or can be hidden.,"Create a simple review board with checkpoint names: setup, scale, double membrane, NPCs, lamina, genome, nucleolus, transport, ER, mitosis, Roblox export."
